gene_id,gene,product,status,main,sub,path,ecpath,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,contrast,Length,organism,protein_id
TX50_RS00020,dnaN,DNA polymerase III subunit beta,no_significant,09120 Genetic Information Processing // 09180 Brite Hierarchies,09124 Replication and repair // 09182 Protein families: genetic information processing,03030 DNA replication [PATH:ko03030] // 03430 Mismatch repair [PATH:ko03430] // 03440 Homologous recombination [PATH:ko03440] // 03032 DNA replication proteins [BR:ko03032] // 03400 DNA repair and recombination proteins [BR:ko03400],K02338  dnaN; DNA polymerase III subunit beta [EC:2.7.7.7],1548.9065012486058,0.22854455558421097,0.2404509746419617,0.950482966120309,0.3418669050820522,0.4619684619985185,treatment_long.term_vs_ref,1155,MED4,WP_011131639.1
TX50_RS00025,TX50_RS00025,hypothetical protein,down,,,,,119.58377137664819,-0.7807909442773027,0.23235553012334295,-3.360328647494767,7.784980551194849e-4,0.003089850004557705,treatment_long.term_vs_ref,705,MED4,WP_011131640.1
TX50_RS00030,purL,phosphoribosylformylglycinamidine synthase subunit PurL,up,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],K23269  purL; phosphoribosylformylglycinamidine synthase subunit PurL [EC:6.3.5.3],739.5569371523935,0.776969128008148,0.2305309889452199,3.3703457030359414,7.507393597375662e-4,0.0030029574389502647,treatment_long.term_vs_ref,2337,MED4,WP_011131641.1
TX50_RS00035,purF,amidophosphoribosyltransferase,no_significant,09100 Metabolism // 09180 Brite Hierarchies,09104 Nucleotide metabolism // 09105 Amino acid metabolism // 09181 Protein families: metabolism,"00230 Purine metabolism [PATH:ko00230] // 00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250] // 01002 Peptidases and inhibitors [BR:ko01002]","K00764  purF, PPAT; amidophosphoribosyltransferase [EC:2.4.2.14]",362.70629464534346,0.11280034563327833,0.13108721559715664,0.8604984484522459,0.38951433841989574,0.5084543173006454,treatment_long.term_vs_ref,1458,MED4,WP_011131642.1
TX50_RS00040,TX50_RS00040,DNA topoisomerase 4 subunit A,no_significant,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03032 DNA replication proteins [BR:ko03032] // 03400 DNA repair and recombination proteins [BR:ko03400],K02469  gyrA; DNA gyrase subunit A [EC:5.6.2.2],725.1248054270501,-0.25463460402183674,0.21410397060467026,-1.189303511292669,0.23432025411623042,0.3420849005899086,treatment_long.term_vs_ref,2439,MED4,WP_011131643.1
TX50_RS00045,TX50_RS00045,tetratricopeptide repeat protein,no_significant,,,,,123.51930273075436,-0.12777490185607454,0.31304700445900663,-0.40816522770083435,0.6831523748234561,0.7676605810709162,treatment_long.term_vs_ref,852,MED4,WP_011131644.1
TX50_RS00050,queG,tRNA epoxyqueuosine(34) reductase QueG,up,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],K18979  queG; epoxyqueuosine reductase [EC:1.17.99.6],305.63767185753,0.9873067803832392,0.3143435982342202,3.140852194634446,0.0016845702522054501,0.005970461168916762,treatment_long.term_vs_ref,942,MED4,WP_011131645.1
TX50_RS00055,TX50_RS00055,DUF502 domain-containing protein,no_significant,,,,,1910.7277465209006,0.35924373655025826,0.2115264979658872,1.6983391679287072,0.08944376625304878,0.15881550622096458,treatment_long.term_vs_ref,735,MED4,WP_011131646.1
TX50_RS00060,nusB,transcription antitermination factor NusB,down,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03021 Transcription machinery [BR:ko03021] // 03009 Ribosome biogenesis [BR:ko03009],K03625  nusB; transcription antitermination protein NusB,164.64086623933983,-0.5876967301448592,0.27420728254648874,-2.143257191009221,0.03209245224537539,0.07191898614988472,treatment_long.term_vs_ref,624,MED4,WP_036930720.1
TX50_RS00065,ftsY,signal recognition particle-docking protein FtsY,no_significant,09120 Genetic Information Processing // 09130 Environmental Information Processing // 09140 Cellular Processes // 09180 Brite Hierarchies,"09123 Folding, sorting and degradation // 09131 Membrane transport // 09145 Cellular community - prokaryotes // 09183 Protein families: signaling and cellular processes",03060 Protein export [PATH:ko03060] // 03070 Bacterial secretion system [PATH:ko03070] // 02024 Quorum sensing [PATH:ko02024] // 02044 Secretion system [BR:ko02044],K03110  ftsY; fused signal recognition particle receptor,247.77450554767802,0.06883031457680676,0.19585166589285705,0.3514410472998539,0.7252574925303461,0.79863157205541,treatment_long.term_vs_ref,1320,MED4,WP_011131648.1
TX50_RS00070,TX50_RS00070,serine/threonine-protein phosphatase,no_significant,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03021 Transcription machinery [BR:ko03021],K07315  rsbU_P; phosphoserine phosphatase RsbU/P [EC:3.1.3.3],121.15928499097531,-0.3329950636697925,0.1811776700236841,-1.8379475993165293,0.06607012716344317,0.12572838544604586,treatment_long.term_vs_ref,1341,MED4,WP_011131649.1
TX50_RS00075,argH,argininosuccinate lyase,down,09100 Metabolism // 09180 Brite Hierarchies,09105 Amino acid metabolism // 09183 Protein families: signaling and cellular processes,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250] // 00220 Arginine biosynthesis [PATH:ko00220] // 04147 Exosome [BR:ko04147]","K01755  argH, ASL; argininosuccinate lyase [EC:4.3.2.1]",318.0872228037166,-0.4866234490113657,0.2261487198530416,-2.151785114360093,0.03141428278394604,0.07083920767779832,treatment_long.term_vs_ref,1377,MED4,WP_011131650.1
TX50_RS00080,TX50_RS00080,RNA-binding protein,no_significant,,,,,3863.7644821576987,0.24130543781586,0.21179097990363244,1.139356538817928,0.254554475407758,0.36387977308684266,treatment_long.term_vs_ref,600,MED4,WP_042116203.1
TX50_RS00085,dusA,tRNA dihydrouridine(20/20a) synthase DusA,up,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],K05539  dusA; tRNA-dihydrouridine synthase A [EC:1.-.-.-],139.90729285445397,1.1757985650753286,0.3023993394572966,3.8882312613032988,1.0097739195242361e-4,5.210653054147585e-4,treatment_long.term_vs_ref,1002,MED4,WP_011131652.1
TX50_RS00090,msrB,peptide-methionine (R)-S-oxide reductase MsrB,up,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,K07305  msrB; peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12],518.9750569663099,1.4416638978217886,0.1740016970762095,8.285343890584969,1.1776829329540623e-16,6.070114317283224e-15,treatment_long.term_vs_ref,492,MED4,WP_011131653.1
TX50_RS00095,grpE,nucleotide exchange factor GrpE,up,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03110 Chaperones and folding catalysts [BR:ko03110] // 03029 Mitochondrial biogenesis [BR:ko03029],K03687  GRPE; molecular chaperone GrpE,2146.33230903781,0.7381614483397398,0.23756281624030526,3.1072263749940436,0.0018885172286672268,0.0066153108359527715,treatment_long.term_vs_ref,717,MED4,WP_011131654.1
